"YEAR","NEW_STA","Hbt","Hbt_var","Cbt","Cbt_var"
1981,"VA",0.281980059256857,0.000556358693775222,0.718019940743143,0.000867090768709143
1981,"MD",0.159020345013917,0.00000396526687439209,0.840979654986083,0.0000983940209463411
1981,"DE",0.377964453418451,0.0000189699935960119,0.622035546581549,0.000108621910604443
1981,"NJ",0.212930649096195,0.00000177103053108673,0.787069350903805,0.000057718458641579
1981,"NY",0.451466615208335,0.0000104613095111028,0.548533384791665,0.0000615482706169217
1981,"CT",0.245203347311082,0.0000334693307500561,0.754796652688918,0.000104723040498289
1981,"RI",0.568998558278784,0.000315595335889754,0.431001441721216,0.000368273701355424
1981,"MA",0.402904459287624,0.00020921723262558,0.597095540712376,0.00105012241769825
1981,"NH",1,0.0000614874220570297,0,0
1981,"ME",0.965351957863753,0.00161403983211049,0.0346480421362467,0.0000142346489377632
1982,"VA",0.828733048346771,0.00234372698571977,0.171266951653229,0.00010314179015751
1982,"MD",0.0647739964939271,0.00000313168340482361,0.935226003506073,0.000900692109467903
1982,"DE",0.84342943444175,0.00072135315141737,0.15657056555825,0.000192955756569418
1982,"NJ",0.407261296361144,0.0000731919604993567,0.592738703638857,0.000591901515075063
1982,"NY",0.593048343634348,0.000139135381976272,0.406951656365652,0.000439547790230171
1982,"CT",0.268927232171321,0.00011643026504094,0.731072767828679,0.0018260209860568
1982,"RI",0.229895472906757,0.0000108079179127585,0.770104527093243,0.000130530368588799
1982,"MA",0.576288855845112,0.000109073576793571,0.423711144154888,0.000172784880757789
1982,"NH",1,0.00012598909065924,0,0
1982,"ME",0.775065927874343,0.000148968264620766,0.224934072125657,0.0000550664099395713
1983,"VA",0.239707030948571,0.0000192853664918763,0.760292969051429,0.000245490298181245
1983,"MD",0.247539703514601,0.00000116897785967526,0.752460296485399,0.000010237737681033
1983,"DE",0.806808720965122,0.000170570551124969,0.193191279034878,0.00021254159682261
1983,"NJ",0.457944683216344,0.0000966021638767621,0.542055316783656,0.000581834824344739
1983,"NY",0.676976320376501,0.000575740374790552,0.323023679623499,0.00137332230897622
1983,"CT",0.505605942965252,0.00155059495248913,0.494394057034748,0.00751092707059829
1983,"RI",0.09274786316917,0.00000352653895174749,0.90725213683083,0.000577256257993625
1983,"MA",0.889477446481726,0.0000136973612265414,0.110522553518274,0.00000509824520146065
1983,"NH",0.953163228863143,0.0000538694442388694,0.0468367711368569,0.0000000885222477332363
1983,"ME",0.821208711879549,0.000128357411435331,0.178791288120451,0.0000737213157404849
1984,"VA",0.532771054306932,0.000117072419531648,0.467228945693068,0.000166648119878962
1984,"MD",0.393856016257335,0.0000482102699061711,0.606143983742665,0.000358366171470397
1984,"DE",0.379157888891597,0.0000311095659548085,0.620842111108403,0.0000493242219900506
1984,"NJ",0.481723269311576,0.0000763984681633867,0.518276730688424,0.00034532808883979
1984,"NY",0.921750483645519,0.000109989524738557,0.0782495163544812,0.0000970823479777332
1984,"CT",0.773182807238425,0.000534687370931468,0.226817192761575,0.0000531472609532512
1984,"RI",0.281119800866002,0.0000100805411034926,0.718880199133998,0.000138803574252033
1984,"MA",0.391071943865614,0.00000347765781195027,0.608928056134386,0.0000213720874351988
1984,"NH",1,0.0000596983680135753,0,0
1984,"ME",0.851427633130112,0.0000294225940921955,0.148572366869888,0.00000536742038431519
1985,"VA",0.304475294754784,0.00000980556737036305,0.695524705245216,0.000104781637024648
1985,"MD",0.315071078526453,0.000000783028902295437,0.684928921473547,0.00000515169532147888
1985,"DE",0.681914434586529,0.0000551486623646604,0.318085565413471,0.0000892158253058072
1985,"NJ",0.670913165003638,0.0000345207971102481,0.329086834996362,0.0000283031501525717
1985,"NY",0.389207588373301,0.000297738254227902,0.610792411626698,0.00267978150543592
1985,"CT",0.494799119737549,0.000253827135638267,0.505200880262451,0.00121941715173863
1985,"RI",0.217467643322468,0.000105921362742447,0.782532356677532,0.000518195662121203
1985,"MA",0.424466972075938,0.0000617989364618347,0.575533027924062,0.000423586213472871
1985,"NH",0.405186719973017,0.000663323293884334,0.594813280026983,0.000750571892192689
1985,"ME",0.520621416478713,0.000469901752303876,0.479378583521287,0.00167889143934755
1986,"VA",0.326058566682194,0.00000359076597264341,0.673941433317806,0.0000174923177685937
1986,"MD",0.326341460015668,0.00000782916424458127,0.673658539984332,0.0000768419556867454
1986,"DE",0.535050075433531,0.0000104295473643887,0.464949924566469,0.0000296230972397505
1986,"NJ",0.404475082681017,0.0000221083069452768,0.595524917318983,0.000124506948956222
1986,"NY",0.660417239745494,0.00000428216878389963,0.339582760254506,0.00000861655181966822
1986,"CT",0.398345868326784,0.0000399482817428846,0.601654131673216,0.000255968723340879
1986,"RI",0.110622857137962,0.00000206089621176689,0.889377142862038,0.000186591069009795
1986,"MA",0.595625399138222,0.000014472513643397,0.404374600861778,0.0000291884531286204
1986,"NH",0.999473523224572,0.000227247224594738,0.000526476775427643,0.0000000000315105275177801
1986,"ME",0.925277765828335,0.0000319454621752317,0.0747222341716647,0.00000321319119197672
1987,"VA",0.174634446624099,0.0000144368886994537,0.825365553375901,0.000553784998588964
1987,"MD",0.131145528456663,0.00000108708065879769,0.868854471543337,0.0000623272865347377
1987,"DE",0.519142263853352,0.0000954707873939169,0.480857736146648,0.000330584129987546
1987,"NJ",0.325805352209611,0.0000175567712706089,0.674194647790389,0.000228348002871311
1987,"NY",0.420429671680267,0.000060282210016285,0.579570328319733,0.000383961568872087
1987,"CT",0.458922810952177,0.0000495090521464667,0.541077189047823,0.000226471266008301
1987,"RI",0.201930606190525,0.00000426163490715182,0.798069393809475,0.000110974106872085
1987,"MA",0.37714664470992,0.000014900068481317,0.62285335529008,0.00010120906885401
1987,"NH",0.868986036055194,0.000187788848632525,0.131013963944806,0.000136203513928145
1987,"ME",0.847771831864358,0.000104373100042076,0.152228168135642,0.0000157772875314339
1988,"VA",0.229769422950984,0.000120662342472379,0.770230577049016,0.000779851251036479
1988,"MD",0.314145887610963,0.0000281611806277604,0.685854112389037,0.000325221977052862
1988,"DE",0.459604759598181,0.0000182928984309653,0.540395240401819,0.0000786346944210812
1988,"NJ",0.552337201702017,0.0000403423654982188,0.447662798297983,0.00011395509077102
1988,"NY",0.537580681143213,0.000031940793169865,0.462419318856787,0.000104943465789085
1988,"CT",0.776333176671407,0.000730137191359864,0.223666823328593,0.00122618650993788
1988,"RI",0.212028760266946,0.00000128138126672756,0.787971239733054,0.00000772576267902926
1988,"MA",0.420776061155817,0.00000182779587893939,0.579223938844183,0.0000101675910511265
1988,"NH",0.766574639143557,0.0000425698178594092,0.233425360856443,0.0000463997079840512
1988,"ME",0.926301781851542,0.000372745909950788,0.0736982181484583,0.00000117147583421016
1989,"VA",0.26106153020178,0.00000389665171725265,0.73893846979822,0.0000590030111404095
1989,"MD",0.362957446144099,0.00000764184774340703,0.637042553855901,0.0000442292316988097
1989,"DE",0.301518795769254,0.00000438539649861726,0.698481204230746,0.0000431244576663382
1989,"NJ",0.365204284517586,0.00000252191815282288,0.634795715482414,0.0000183699481029479
1989,"NY",0.539927861757038,0.00000510965334829404,0.460072138242962,0.0000201751911017416
1989,"CT",0.776614785611919,0.000621968153800876,0.223385214388081,0.0010635112536082
1989,"RI",0.175470889997992,0.000000654732003909332,0.824529110002008,0.0000183352433771739
1989,"MA",0.608489956701305,0.0000123542229286192,0.391510043298695,0.0000110668553384841
1989,"NH",1,0.0000535900058469526,0,0
1989,"ME",0.87667341070206,0.000196024331867994,0.12332658929794,0.0000516276337027967
1990,"VA",0.193068714029033,0.0000164437939442974,0.806931285970967,0.000445353375456332
1990,"MD",0.360543318690683,0.0000134393552328235,0.639456681309317,0.0000231901365409112
1990,"DE",0.344431520427102,0.00000635277690740495,0.655568479572898,0.0000277988077320532
1990,"NJ",0.523078596653069,0.0000375932070264428,0.476921403346931,0.000159159719992936
1990,"NY",0.613109298468444,0.00000171161989942115,0.386890701531556,0.00000459734493946916
1990,"CT",1,0.00000666408320149205,0,0
1990,"RI",0.13164252988737,0.0000077463523438019,0.86835747011263,0.00000968032858895023
1990,"MA",0.775323126511962,0.0000161771591882582,0.224676873488038,0.00000180392135268202
1990,"NH",0.913827672185364,0.000126160513451856,0.0861723278146356,0.000010084416040036
1990,"ME",0.839685275658282,0.000119176313606534,0.160314724341718,0.0000288736529075884
1991,"VA",0.366782473899721,0.0000714675779547062,0.633217526100279,0.00018241022504271
1991,"MD",0.314202737953416,0.0000803447382661927,0.685797262046584,0.0000541976365088489
1991,"DE",0.19761768089529,0.00000413227347677547,0.80238231910471,0.0000972520813347655
1991,"NJ",0.415080082540919,0.0000119233142258813,0.584919917459081,0.0000869002806519267
1991,"NY",0.438683515236122,0.000017514253174892,0.561316484763878,0.00011860890018851
1991,"CT",0.80239637742198,0.000124988054872257,0.19760362257802,0.000186576646697917
1991,"RI",0.166559090100683,0.00000468600753859808,0.833440909899317,0.000110529546607163
1991,"MA",0.524753356749654,0.00000684863031828658,0.475246643250346,0.0000218677455329535
1991,"NH",0.861950219616264,0.000158621595712872,0.138049780383736,0.000145257626807186
1991,"ME",0.798249814170384,0.000130605665459812,0.201750185829616,0.0000255402915262418
1992,"VA",0.540624776543663,0.0000855711510770297,0.459375223456337,0.000154423291774333
1992,"MD",0.319422947734755,0.0000088560223631484,0.680577052265245,0.0000504621826036491
1992,"DE",0.269214745586423,0.00000876003391367043,0.730785254413577,0.000168746557782114
1992,"NJ",0.29837185141887,0.00000498986879752774,0.70162814858113,0.0000599670695360511
1992,"NY",0.480454632163928,0.000000987139867262865,0.519545367836072,0.00000409392383570965
1992,"CT",0.357374350954864,0.00000549289489855172,0.642625649045136,0.000015491049674239
1992,"RI",0.111096679772122,0.0000013862049787147,0.888903320227878,0.0000626698664879354
1992,"MA",0.676955522646308,0.00000971313060973667,0.323044477353692,0.00000536264130264183
1992,"NH",1,0.00012300371132515,0,0
1992,"ME",0.964299736274732,0.000416594872858872,0.0357002637252682,0.0000761888455427572
1993,"VA",0.591248646029339,0.0000376597987746151,0.408751353970661,0.0000474835359047685
1993,"MD",0.19770999082608,0.00000923360873542085,0.80229000917392,0.000144313108941654
1993,"DE",0.304359541870072,0.0000120035974849686,0.695640458129928,0.000111219919947248
1993,"NJ",0.731319209172018,0.000027762786209065,0.268680790827982,0.0000357690584305211
1993,"NY",0.560546767679214,0.000000848747203932094,0.439453232320786,0.00000238297111280963
1993,"CT",0.405583230093352,0.0000133349550764943,0.594416769906647,0.0000800335657517314
1993,"RI",0.185035504507877,0.00000172585404152869,0.814964495492123,0.0000310040077390106
1993,"MA",0.469644966995594,0.0000108839502372655,0.530355033004406,0.0000192975650249429
1993,"NH",0.951616377939241,0.0000513235464013906,0.0483836220607587,0.0000000630503722471819
1993,"ME",0.994314220889626,0.00018785783218616,0.00568577911037395,0.000000134631428834025
1994,"VA",0.321229369741517,0.000010862784486011,0.678770630258483,0.000127504012382126
1994,"MD",0.46376696008415,0.0000221522462513872,0.53623303991585,0.000088618933280317
1994,"DE",0.288579954495772,0.00000885611133956768,0.711420045504228,0.00014078961459125
1994,"NJ",0.340768795560195,0.000012098720244318,0.659231204439805,0.000144006244051246
1994,"NY",0.614721257302997,0.00000429797941845538,0.385278742697003,0.00000738560420100501
1994,"CT",0.422639225376194,0.0000154970020176516,0.577360774623806,0.0000206224397680018
1994,"RI",0.262552473379831,0.00000392537073663827,0.737447526620169,0.0000464799394721171
1994,"MA",0.383602257082054,0.00000372542670766788,0.616397742917945,0.0000108082369083813
1994,"NH",0.907182755600258,0.00017116328657874,0.0928172443997425,0.000000808883400096481
1994,"ME",0.748693313319042,0.000040384632438729,0.251306686680958,0.0000588789726341671
1995,"VA",0.464250317024102,0.0000288654662719399,0.535749682975898,0.0000530611872592958
1995,"MD",0.343248826876344,0.0000127364361560066,0.656751173123656,0.0000495950595165496
1995,"DE",0.277749455126682,0.00000399720987157985,0.722250544873318,0.0000491862808957277
1995,"NJ",0.459159781828453,0.00010509376661023,0.540840218171547,0.000636898234952637
1995,"NY",0.382240962486473,0.0000225771248429624,0.617759037513527,0.00017310349893802
1995,"CT",0.50474332873732,0.000043893629085922,0.49525667126268,0.000132985468516712
1995,"RI",0.212456939481754,0.0000029555077021292,0.787543060518246,0.0000861692908483535
1995,"MA",0.481140536450501,0.00000338200427230203,0.518859463549499,0.00000515556324208326
1995,"NH",0.655328042466689,0.0000577761746593497,0.344671957533311,0.00014900754984214
1995,"ME",0.855862400527627,0.0000767885063189571,0.144137599472373,0.0000390204408419161
1996,"VA",0.488673631361689,0.0000466728545405262,0.511326368638311,0.000182746372578431
1996,"MD",0.332906605373147,0.000103428051867898,0.667093394626853,0.0000722124648295963
1996,"DE",0.221045100989802,0.0000038426344842349,0.778954899010198,0.0000968122115268562
1996,"NJ",0.320595579561453,0.0000263352523410129,0.679404420438547,0.000370108230276005
1996,"NY",0.376092426708699,0.00000155641788369091,0.623907573291301,0.0000105436986487657
1996,"CT",0.471139403033579,0.000123670888762095,0.528860596966421,0.000693517800454441
1996,"RI",0.175767682983555,0.00000102504868095902,0.824232317016445,0.0000172558763466295
1996,"MA",0.498630998111903,0.00000826457392637303,0.501369001888097,0.0000216837549817234
1996,"NH",0.613279639247642,0.0000830600369976296,0.386720360752358,0.000148626767778192
1996,"ME",0.695016805539192,0.0000756839554288836,0.304983194460808,0.000115940189098135
1997,"VA",0.543813741023452,0.000243141678656139,0.456186258976548,0.000921956348155465
1997,"MD",0.304540416926902,0.00000530483449743165,0.695459583073098,0.0000347574014770691
1997,"DE",0.204899577992581,0.00000242283816348982,0.795100422007419,0.0000783253683211858
1997,"NJ",0.393914166022457,0.0000042325733433256,0.606085833977543,0.0000353862561593897
1997,"NY",0.433848125679102,0.00000315067475908707,0.566151874320898,0.0000103529412230845
1997,"CT",0.580120521377654,0.00018930001492053,0.419879478622346,0.000629536713024271
1997,"RI",0.264750075803262,0.00000193245609307983,0.735249924196738,0.0000175322273011435
1997,"MA",0.54170253277131,0.0000126799418333907,0.45829746722869,0.00000693934429266696
1997,"NH",0.763682436675452,0.00000634959599784965,0.236317563324548,0.00000280994902131236
1997,"ME",0.703980198297797,0.000103400784216352,0.296019801702203,0.000137304350321625
1998,"VA",0.298731816744291,0.0000675090706077861,0.701268183255709,0.00108798975124202
1998,"MD",0.227406026223868,0.00000356127485168362,0.772593973776132,0.0000761500264277781
1998,"DE",0.245288447573416,0.0000026663158438237,0.754711552426584,0.0000547324526280879
1998,"NJ",0.421034352838201,0.00000518513489431814,0.578965647161799,0.0000342079932363046
1998,"NY",0.434518716104405,0.00000470906430336637,0.565481283895595,0.000023005202066737
1998,"CT",0.492877816703135,0.00000622397408919591,0.507122183296865,0.0000100663313947509
1998,"RI",0.337111090765061,0.00000363229078752231,0.662888909234939,0.0000292644130130558
1998,"MA",0.448718120491009,0.00000362066023934115,0.551281879508991,0.0000108796477595295
1998,"NH",0.723684700903336,0.0000060213859913261,0.276315299096664,0.00000573077542304098
1998,"ME",0.769729984453984,0.0000894961638326073,0.230270015546016,0.0000225829205862595
1999,"VA",0.375560724898744,0.000190154919699559,0.624439275101256,0.00184303892826589
1999,"MD",0.325014327211772,0.0000104418232977802,0.674985672788228,0.0000655721478255348
1999,"DE",0.295772925477127,0.00000330167887751805,0.704227074522873,0.000039392174152105
1999,"NJ",0.26820791891822,0.00000318129670434709,0.73179208108178,0.0000631555636113742
1999,"NY",0.513305560880535,0.000004598085328005,0.486694439119465,0.0000149963752925778
1999,"CT",0.718375620730402,0.0000321550816542463,0.281624379269598,0.0000180259627695258
1999,"RI",0.330819395203024,0.00000169593318701445,0.669180604796976,0.0000134933267668047
1999,"MA",0.453410743995941,0.0000026894665635983,0.546589256004059,0.00000900384425575031
1999,"NH",0.656249964837607,0.00000816058878151872,0.343750035162393,0.000011559441010872
1999,"ME",0.769081199300686,0.0000403525702558617,0.230918800699314,0.0000225371253148975
2000,"VA",0.87184874017376,0.000366124242969889,0.12815125982624,0.0000336913726705513
2000,"MD",0.522379187727165,0.000028288082089275,0.477620812272835,0.0000523264503198007
2000,"DE",0.386173162616373,0.00000398866747974874,0.613826837383627,0.0000234733199409618
2000,"NJ",0.411787070341951,0.00000646392936141295,0.588212929658049,0.0000449164895785521
2000,"NY",0.393769932076938,0.00000782132970466374,0.606230067923062,0.0000243707968885755
2000,"CT",0.63702321735988,0.0000552895077798095,0.362976782640119,0.0000570729015316835
2000,"RI",0.198945070259793,0.00000101062891640728,0.801054929740207,0.0000265814607438464
2000,"MA",0.39361500503405,0.00000432747848244264,0.60638499496595,0.0000208351130634849
2000,"NH",0.707787724216594,0.00000568263143854049,0.292212275783406,0.00000198503373933377
2000,"ME",0.693386760450957,0.000107829256906448,0.306613239549043,0.000220859050641191
2001,"VA",0.640482888774443,0.000162485392430788,0.359517111225557,0.000404409407883449
2001,"MD",0.307718805788457,0.0000058865453074081,0.692281194211543,0.0000696538894334211
2001,"DE",0.329458405835904,0.00000766035458444028,0.670541594164096,0.0000525645093620781
2001,"NJ",0.290236146737389,0.000000619689778565148,0.709763853262611,0.00000904461441574532
2001,"NY",0.51939082359258,0.00000944613305124698,0.48060917640742,0.0000196628355251746
2001,"CT",0.669229582154921,0.0000505655173231782,0.330770417845079,0.000114744051481309
2001,"RI",0.200538969630418,0.00000064896348081173,0.799461030369582,0.0000197327539659846
2001,"MA",0.268419639768883,0.00000290640858679448,0.731580360231117,0.000039209730139872
2001,"NH",0.674949867220152,0.00000202314264217896,0.325050132779848,0.000000929317551689683
2001,"ME",0.968448850225467,0.0000208237125343341,0.0315511497745333,0.0000058099555442752
2002,"VA",0.393452729121331,0.0000241003183158555,0.606547270878669,0.000163199545248077
2002,"MD",0.392826876722549,0.0000122627883441896,0.607173123277451,0.0000678814996268525
2002,"DE",0.44216199282963,0.00000435062576778197,0.55783800717037,0.0000133052921339986
2002,"NJ",0.353042686943996,0.00000269785116829994,0.646957313056004,0.0000250467340449976
2002,"NY",0.586244830615083,0.0000109190631997261,0.413755169384917,0.0000339199842000912
2002,"CT",0.842424974890422,0.0000386941955129069,0.157575025109578,0.0000425150598828075
2002,"RI",0.125162830632712,0.000000299834126765259,0.874837169367288,0.0000120891695068138
2002,"MA",0.46562724698355,0.00000254333830110687,0.53437275301645,0.00000737161235864482
2002,"NH",0.680201061325607,0.00000632895985488621,0.319798938674393,0.00000114486183760012
2002,"ME",0.703618282541343,0.00000985389299629305,0.296381717458657,0.0000139602896663064
2003,"VA",0.388959409639148,0.0000117551074012041,0.611040590360852,0.0000820533627277525
2003,"MD",0.342804093492716,0.00000152998559337943,0.657195906507285,0.00000701355738627194
2003,"DE",0.372395704052422,0.00000109209484635439,0.627604295947578,0.00000829543797287688
2003,"NJ",0.314660235467761,0.000000473757380878811,0.685339764532239,0.00000626970194597274
2003,"NY",0.486484002938925,0.00000383156005320229,0.513515997061075,0.0000195561764824531
2003,"CT",0.451926677323726,0.00000208429720135166,0.548073322676274,0.0000117703692396461
2003,"RI",0.286278652756926,0.000000364008893367001,0.713721347243074,0.00000380925039003579
2003,"MA",0.564298356757574,0.00000326122573889217,0.435701643242426,0.00000294398696194082
2003,"NH",0.711689307034339,0.0000027779280021764,0.288310692965661,0.000000801518688907325
2003,"ME",0.75353742805571,0.00000429443854844282,0.246462571944291,0.00000163260754163719
